C:\strawberry\perl\site\bin/pp: Packing simple.pl
C:\strawberry\perl\site\bin/pp: Writing PAR on C:\Users\THEQUI~1\AppData\Local\Temp\ppbfdLt.par
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/public/mojolicious-notfound.png as mojo/lib/Mojolicious/public/mojolicious-notfound.png
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/public/mojolicious-pinstripe.gif as mojo/lib/Mojolicious/public/mojolicious-pinstripe.gif
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/public/mojolicious-white.png as mojo/lib/Mojolicious/public/mojolicious-white.png
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/templates/exception.development.html.ep as mojo/lib/Mojolicious/templates/exception.development.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/templates/exception.html.ep as mojo/lib/Mojolicious/templates/exception.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/templates/mojobar.html.ep as mojo/lib/Mojolicious/templates/mojobar.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/templates/not_found.development.html.ep as mojo/lib/Mojolicious/templates/not_found.development.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/templates/not_found.html.ep as mojo/lib/Mojolicious/templates/not_found.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojolicious/templates/perldoc.html.ep as mojo/lib/Mojolicious/templates/perldoc.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Test/Mojo.pm as mojo/lib/Test/Mojo.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/ojo.pm as mojo/lib/ojo.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/script/hypnotoad as mojo/script/hypnotoad
C:\strawberry\perl\site\bin/pp: ... adding mojo/script/mojo as mojo/script/mojo
C:\strawberry\perl\site\bin/pp: ... adding mojo/script/morbo as mojo/script/morbo
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/apache_cgi.t as mojo/t/mojo/apache_cgi.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/apache_fastcgi.t as mojo/t/mojo/apache_fastcgi.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/app.t as mojo/t/mojo/app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/asset.t as mojo/t/mojo/asset.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/base.t as mojo/t/mojo/base.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/bytestream.t as mojo/t/mojo/bytestream.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/cache.t as mojo/t/mojo/cache.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/badclient.crt as mojo/t/mojo/certs/badclient.crt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/badclient.key as mojo/t/mojo/certs/badclient.key
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/ca.crt as mojo/t/mojo/certs/ca.crt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/ca.key as mojo/t/mojo/certs/ca.key
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/client.crt as mojo/t/mojo/certs/client.crt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/client.key as mojo/t/mojo/certs/client.key
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/server.crt as mojo/t/mojo/certs/server.crt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/certs/server.key as mojo/t/mojo/certs/server.key
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/cgi.t as mojo/t/mojo/cgi.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/collection.t as mojo/t/mojo/collection.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/command.t as mojo/t/mojo/command.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/content.t as mojo/t/mojo/content.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/cookie.t as mojo/t/mojo/cookie.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/cookiejar.t as mojo/t/mojo/cookiejar.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/date.t as mojo/t/mojo/date.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/dom.t as mojo/t/mojo/dom.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/eventemitter.t as mojo/t/mojo/eventemitter.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/fastcgi.t as mojo/t/mojo/fastcgi.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/headers.t as mojo/t/mojo/headers.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/home.t as mojo/t/mojo/home.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/hypnotoad.t as mojo/t/mojo/hypnotoad.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/ioloop.t as mojo/t/mojo/ioloop.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/ioloop_tls.t as mojo/t/mojo/ioloop_tls.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/iowatcher.t as mojo/t/mojo/iowatcher.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/iowatcher_ev.t as mojo/t/mojo/iowatcher_ev.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/json.t as mojo/t/mojo/json.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/BaseTest/Base1.pm as mojo/t/mojo/lib/BaseTest/Base1.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/BaseTest/Base2.pm as mojo/t/mojo/lib/BaseTest/Base2.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/BaseTest/Base3.pm as mojo/t/mojo/lib/BaseTest/Base3.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/LoaderException.pm as mojo/t/mojo/lib/LoaderException.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/LoaderException2.pm as mojo/t/mojo/lib/LoaderException2.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/LoaderTest/A.pm as mojo/t/mojo/lib/LoaderTest/A.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/LoaderTest/B.pm as mojo/t/mojo/lib/LoaderTest/B.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/LoaderTest/C.pm as mojo/t/mojo/lib/LoaderTest/C.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/exception.mt as mojo/t/mojo/lib/exception.mt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/test.mt as mojo/t/mojo/lib/test.mt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/lib/utf8_exception.mt as mojo/t/mojo/lib/utf8_exception.mt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/loader.t as mojo/t/mojo/loader.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/message.t as mojo/t/mojo/message.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/morbo.t as mojo/t/mojo/morbo.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/parameters.t as mojo/t/mojo/parameters.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/path.t as mojo/t/mojo/path.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/psgi.t as mojo/t/mojo/psgi.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/resolver.t as mojo/t/mojo/resolver.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/resolver_online.t as mojo/t/mojo/resolver_online.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/server.t as mojo/t/mojo/server.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/template.t as mojo/t/mojo/template.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/transactor.t as mojo/t/mojo/transactor.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/trigger.t as mojo/t/mojo/trigger.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/url.t as mojo/t/mojo/url.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/user_agent.t as mojo/t/mojo/user_agent.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/user_agent_online.t as mojo/t/mojo/user_agent_online.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/user_agent_tls.t as mojo/t/mojo/user_agent_tls.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/websocket.t as mojo/t/mojo/websocket.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/websocket_proxy.t as mojo/t/mojo/websocket_proxy.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojo/websocket_proxy_tls.t as mojo/t/mojo/websocket_proxy_tls.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/app.t as mojo/t/mojolicious/app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/charset_lite_app.t as mojo/t/mojolicious/charset_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/dispatch.t as mojo/t/mojolicious/dispatch.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/dispatcher_lite_app.t as mojo/t/mojolicious/dispatcher_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/embedded_lite_app.t as mojo/t/mojolicious/embedded_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/exception_lite_app.t as mojo/t/mojolicious/exception_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/external/myapp.conf as mojo/t/mojolicious/external/myapp.conf
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/external/myapp.pl as mojo/t/mojolicious/external/myapp.pl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/external/myapp.testing.conf as mojo/t/mojolicious/external/myapp.testing.conf
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/external/public/index.html as mojo/t/mojolicious/external/public/index.html
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/external/templates/index.html.ep as mojo/t/mojolicious/external/templates/index.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/external_lite_app.t as mojo/t/mojolicious/external_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/i18n_lite_app.t as mojo/t/mojolicious/i18n_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/i18n_shortcut_lite_app.t as mojo/t/mojolicious/i18n_shortcut_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/json_config_lite_app.json as mojo/t/mojolicious/json_config_lite_app.json
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/json_config_lite_app.t as mojo/t/mojolicious/json_config_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/json_config_mode_lite_app.json as mojo/t/mojolicious/json_config_mode_lite_app.json
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/json_config_mode_lite_app.t as mojo/t/mojolicious/json_config_mode_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/json_config_mode_lite_app.testing.json as mojo/t/mojolicious/json_config_mode_lite_app.testing.json
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/layouted_lite_app.t as mojo/t/mojolicious/layouted_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/EmbeddedTestApp.pm as mojo/t/mojolicious/lib/EmbeddedTestApp.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest.pm as mojo/t/mojolicious/lib/MojoliciousTest.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest/Exceptional.pm as mojo/t/mojolicious/lib/MojoliciousTest/Exceptional.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest/Foo.pm as mojo/t/mojolicious/lib/MojoliciousTest/Foo.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest/Foo/Bar.pm as mojo/t/mojolicious/lib/MojoliciousTest/Foo/Bar.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest/Plugin/TestPlugin.pm as mojo/t/mojolicious/lib/MojoliciousTest/Plugin/TestPlugin.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest/Plugin/UPPERCASETestPlugin.pm as mojo/t/mojolicious/lib/MojoliciousTest/Plugin/UPPERCASETestPlugin.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest/SyntaxError.pm as mojo/t/mojolicious/lib/MojoliciousTest/SyntaxError.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTest2/Foo.pm as mojo/t/mojolicious/lib/MojoliciousTest2/Foo.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/MojoliciousTestController.pm as mojo/t/mojolicious/lib/MojoliciousTestController.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/PluginWithEmbeddedApp.pm as mojo/t/mojolicious/lib/PluginWithEmbeddedApp.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/PluginWithTemplate.pm as mojo/t/mojolicious/lib/PluginWithTemplate.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lib/SingleFileTestApp.pm as mojo/t/mojolicious/lib/SingleFileTestApp.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/lite_app.t as mojo/t/mojolicious/lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/longpolling_lite_app.t as mojo/t/mojolicious/longpolling_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/ojo.t as mojo/t/mojolicious/ojo.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/pattern.t as mojo/t/mojolicious/pattern.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/pod_renderer_lite_app.t as mojo/t/mojolicious/pod_renderer_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/production_app.t as mojo/t/mojolicious/production_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/public/hello.txt as mojo/t/mojolicious/public/hello.txt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/public/hello2.txt as mojo/t/mojolicious/public/hello2.txt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/public_dev/hello.txt as mojo/t/mojolicious/public_dev/hello.txt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/rebased_lite_app.t as mojo/t/mojolicious/rebased_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/renderer.t as mojo/t/mojolicious/renderer.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/restful_lite_app.t as mojo/t/mojolicious/restful_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/routes.t as mojo/t/mojolicious/routes.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/secret.txt as mojo/t/mojolicious/secret.txt
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/tag_helper_lite_app.t as mojo/t/mojolicious/tag_helper_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/23.html.epl as mojo/t/mojolicious/templates/23.html.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/dies_too.html.ep as mojo/t/mojolicious/templates/dies_too.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/encoding.koi8-r.ep as mojo/t/mojolicious/templates/encoding.koi8-r.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/exception.html.epl as mojo/t/mojolicious/templates/exception.html.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/exception.testing.html.ep as mojo/t/mojolicious/templates/exception.testing.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/foo/bar.rss.ep as mojo/t/mojolicious/templates/foo/bar.rss.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/foo/bar/index.html.epl as mojo/t/mojolicious/templates/foo/bar/index.html.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/foo/index.html.xpl as mojo/t/mojolicious/templates/foo/index.html.xpl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/foo/yada.html.ep as mojo/t/mojolicious/templates/foo/yada.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/layouts/default.html.epl as mojo/t/mojolicious/templates/layouts/default.html.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/layouts/green.html.epl as mojo/t/mojolicious/templates/layouts/green.html.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/not_found.testing.html.ep as mojo/t/mojolicious/templates/not_found.testing.html.ep
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/simple.html.pod as mojo/t/mojolicious/templates/simple.html.pod
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/syntaxerror.html.epl as mojo/t/mojolicious/templates/syntaxerror.html.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/withblock.txt.epl as mojo/t/mojolicious/templates/withblock.txt.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/templates/withlayout.html.epl as mojo/t/mojolicious/templates/withlayout.html.epl
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/testing_app.t as mojo/t/mojolicious/testing_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/tls_lite_app.t as mojo/t/mojolicious/tls_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/twinkle_lite_app.conf as mojo/t/mojolicious/twinkle_lite_app.conf
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/twinkle_lite_app.t as mojo/t/mojolicious/twinkle_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/upload_lite_app.t as mojo/t/mojolicious/upload_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/mojolicious/websocket_lite_app.t as mojo/t/mojolicious/websocket_lite_app.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/pod.t as mojo/t/pod.t
C:\strawberry\perl\site\bin/pp: ... adding mojo/t/pod_coverage.t as mojo/t/pod_coverage.t
C:\strawberry\perl\site\bin/pp: ... updating MANIFEST
C:\strawberry\perl\site\bin/pp: ... updating META.yml
C:\strawberry\perl\site\bin/pp: *** C:\Users\THEQUI~1\AppData\Local\Temp\pp0Oxiw.par: 10964313 bytes read, 7946508 compressed, 27% saved.
C:\strawberry\perl\site\bin/pp: Generating a fresh 'parl'.
C:\strawberry\perl\site\bin/pp: Running C:\Users\THEQUI~1\AppData\Local\Temp\parl4bfWET_.exe -Llog/s.txt -B -Os.exe C:\Users\THEQUI~1\AppData\Local\Temp\pp0Oxiw.par
Packing "PAR/Filter/PodStrip.pm"...
Written as "PAR/Filter/PodStrip.pm"
Packing "Archive/Zip.pm"...
Written as "Archive/Zip.pm"
Packing "Archive/Zip/Archive.pm"...
Written as "Archive/Zip/Archive.pm"
Packing "Archive/Zip/DirectoryMember.pm"...
Written as "Archive/Zip/DirectoryMember.pm"
Packing "Archive/Zip/FileMember.pm"...
Written as "Archive/Zip/FileMember.pm"
Packing "Archive/Zip/Member.pm"...
Written as "Archive/Zip/Member.pm"
Packing "Archive/Zip/NewFileMember.pm"...
Written as "Archive/Zip/NewFileMember.pm"
Packing "Archive/Zip/StringMember.pm"...
Written as "Archive/Zip/StringMember.pm"
Packing "Archive/Zip/ZipFileMember.pm"...
Written as "Archive/Zip/ZipFileMember.pm"
Packing "PAR.pm"...
Written as "PAR.pm"
Packing "PAR/Dist.pm"...
Written as "PAR/Dist.pm"
Packing "PAR/Heavy.pm"...
Written as "PAR/Heavy.pm"
Packing "PAR/SetupProgname.pm"...
Written as "PAR/SetupProgname.pm"
Packing "PAR/SetupTemp.pm"...
Written as "PAR/SetupTemp.pm"
Packing "Carp.pm"...
Written as "Carp.pm"
Packing "AutoLoader.pm"...
Written as "AutoLoader.pm"
Packing "Carp/Heavy.pm"...
Written as "Carp/Heavy.pm"
Packing "Compress/Raw/Zlib.pm"...
Written as "Compress/Raw/Zlib.pm"
Packing "Compress/Zlib.pm"...
Written as "Compress/Zlib.pm"
Packing "Config.pm"...
Written as "Config.pm"
Packing "Config_git.pl"...
Written as "Config_git.pl"
Packing "Config_heavy.pl"...
Written as "Config_heavy.pl"
Packing "Cwd.pm"...
Written as "Cwd.pm"
Packing "DynaLoader.pm"...
Written as "DynaLoader.pm"
Packing "Errno.pm"...
Written as "Errno.pm"
Packing "Exporter.pm"...
Written as "Exporter.pm"
Packing "Exporter/Heavy.pm"...
Written as "Exporter/Heavy.pm"
Packing "Fcntl.pm"...
Written as "Fcntl.pm"
Packing "File/Basename.pm"...
Written as "File/Basename.pm"
Packing "File/Copy.pm"...
Written as "File/Copy.pm"
Packing "File/Find.pm"...
Written as "File/Find.pm"
Packing "File/Glob.pm"...
Written as "File/Glob.pm"
Packing "File/GlobMapper.pm"...
Written as "File/GlobMapper.pm"
Packing "File/Path.pm"...
Written as "File/Path.pm"
Packing "File/Spec.pm"...
Written as "File/Spec.pm"
Packing "File/Spec/Unix.pm"...
Written as "File/Spec/Unix.pm"
Packing "File/Spec/Win32.pm"...
Written as "File/Spec/Win32.pm"
Packing "File/Temp.pm"...
Written as "File/Temp.pm"
Packing "FileHandle.pm"...
Written as "FileHandle.pm"
Packing "warnings/register.pm"...
Written as "warnings/register.pm"
Packing "PAR/Filter.pm"...
Written as "PAR/Filter.pm"
Packing "PAR/Filter/PatchContent.pm"...
Written as "PAR/Filter/PatchContent.pm"
Packing "IO.pm"...
Written as "IO.pm"
Packing "IO/Compress/Adapter/Deflate.pm"...
Written as "IO/Compress/Adapter/Deflate.pm"
Packing "IO/Compress/Base.pm"...
Written as "IO/Compress/Base.pm"
Packing "IO/Compress/Base/Common.pm"...
Written as "IO/Compress/Base/Common.pm"
Packing "IO/Compress/Gzip.pm"...
Written as "IO/Compress/Gzip.pm"
Packing "IO/Compress/Gzip/Constants.pm"...
Written as "IO/Compress/Gzip/Constants.pm"
Packing "IO/Compress/RawDeflate.pm"...
Written as "IO/Compress/RawDeflate.pm"
Packing "IO/Compress/Zlib/Extra.pm"...
Written as "IO/Compress/Zlib/Extra.pm"
Packing "IO/File.pm"...
Written as "IO/File.pm"
Packing "IO/Handle.pm"...
Written as "IO/Handle.pm"
Packing "IO/Seekable.pm"...
Written as "IO/Seekable.pm"
Packing "IO/Uncompress/Adapter/Inflate.pm"...
Written as "IO/Uncompress/Adapter/Inflate.pm"
Packing "IO/Uncompress/Base.pm"...
Written as "IO/Uncompress/Base.pm"
Packing "IO/Uncompress/Gunzip.pm"...
Written as "IO/Uncompress/Gunzip.pm"
Packing "IO/Uncompress/RawInflate.pm"...
Written as "IO/Uncompress/RawInflate.pm"
Packing "List/Util.pm"...
Written as "List/Util.pm"
Packing "PerlIO.pm"...
Written as "PerlIO.pm"
Packing "PerlIO/scalar.pm"...
Written as "PerlIO/scalar.pm"
Packing "Scalar/Util.pm"...
Written as "Scalar/Util.pm"
Packing "SelectSaver.pm"...
Written as "SelectSaver.pm"
Packing "Symbol.pm"...
Written as "Symbol.pm"
Packing "Tie/Hash/NamedCapture.pm"...
Written as "Tie/Hash/NamedCapture.pm"
Packing "Time/Local.pm"...
Written as "Time/Local.pm"
Packing "UNIVERSAL.pm"...
Written as "UNIVERSAL.pm"
Packing "Win32.pm"...
Written as "Win32.pm"
Packing "XSLoader.pm"...
Written as "XSLoader.pm"
Packing "attributes.pm"...
Written as "attributes.pm"
Packing "auto/Compress/Raw/Zlib/autosplit.ix"...
Written as "auto/Compress/Raw/Zlib/autosplit.ix"
Packing "auto/DynaLoader/dl_findfile.al"...
Written as "auto/DynaLoader/dl_findfile.al"
Packing "base.pm"...
Written as "base.pm"
Packing "bytes.pm"...
Written as "bytes.pm"
Packing "constant.pm"...
Written as "constant.pm"
Packing "integer.pm"...
Written as "integer.pm"
Packing "lib.pm"...
Written as "lib.pm"
Packing "overload.pm"...
Written as "overload.pm"
Packing "re.pm"...
Written as "re.pm"
Packing "strict.pm"...
Written as "strict.pm"
Packing "utf8.pm"...
Written as "utf8.pm"
Packing "vars.pm"...
Written as "vars.pm"
Packing "warnings.pm"...
Written as "warnings.pm"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/09f36e3a.dll"...
Written as "auto/IO/IO.dll"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/140b4240.dll"...
Written as "auto/Cwd/Cwd.dll"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/1476eef8.dll"...
Written as "auto/Win32/Win32.dll"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/2e98a51c.dll"...
Written as "auto/Fcntl/Fcntl.dll"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/4102421d.dll"...
Written as "auto/List/Util/Util.dll"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/66f1702a.dll"...
Written as "auto/PerlIO/scalar/scalar.dll"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/c8b1dd32.dll"...
Written as "auto/Compress/Raw/Zlib/Zlib.dll"
Packing "C:\Users\THEQUI~1\AppData\Local\Temp\par-thequietcenter\cache-4c784b0fc7b95ed79c3e37fe4dc1a781098a423b/ce5e4940.dll"...
Written as "auto/File/Glob/Glob.dll"
C:\strawberry\perl\site\bin/pp: Running  s.exe 
C:\strawberry\perl\site\bin/pp: Packing simple.pl
C:\strawberry\perl\site\bin/pp: Writing PAR on C:\Users\THEQUI~1\AppData\Local\Temp\pp93TSH.par
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/AutoLoader.pm as lib/AutoLoader.pm
